gender,age,internet,family_support,school_support,parental_education,study_time_hours,attendance_pct,absences,failures,math_score,reading_score,writing_score
Male,17,Yes,No,No,High School,26.0,58.3,0,0,84,78,78
Male,17,Yes,No,No,Bachelor,1.0,79.9,10,0,64,68,59
Male,15,Yes,Yes,No,Bachelor,26.0,70.8,17,0,95,89,88
Female,17,Yes,Yes,Yes,PhD,14.0,90.0,22,0,89,90,84
Male,15,Yes,Yes,Yes,Bachelor,23.0,61.1,13,1,85,72,73
Male,17,Yes,Yes,Yes,Master,11.0,74.5,19,0,80,65,77
Female,15,Yes,No,No,High School,2.0,70.7,10,0,69,59,48
Male,16,Yes,Yes,Yes,High School,25.0,76.0,5,0,98,89,86
Male,17,No,No,No,Master,15.0,59.2,5,1,71,67,59
Female,15,Yes,Yes,No,High School,1.0,63.4,17,0,60,52,48
Male,17,Yes,No,No,Master,0.0,79.7,0,1,52,65,59
Male,17,Yes,Yes,Yes,High School,17.0,73.0,8,0,80,82,78
Female,17,No,No,No,Bachelor,8.0,91.8,10,1,64,73,71
Male,15,Yes,Yes,Yes,Master,14.0,93.6,18,2,85,93,62
Male,19,Yes,Yes,No,High School,8.0,92.1,7,0,88,67,80
Male,18,Yes,Yes,Yes,No Formal Education,6.0,60.0,5,0,62,64,66
Female,15,Yes,Yes,Yes,No Formal Education,22.0,96.9,26,2,87,92,98
Female,17,Yes,Yes,No,No Formal Education,8.0,92.4,3,0,89,88,80
Male,19,Yes,No,No,Master,19.0,97.2,23,0,87,98,81
Female,18,Yes,No,Yes,No Formal Education,22.0,96.6,17,0,96,91,93
Female,18,Yes,Yes,No,No Formal Education,21.0,78.0,17,0,93,99,81
Male,17,Yes,Yes,Yes,No Formal Education,6.0,57.1,26,0,58,68,59
Female,18,Yes,Yes,Yes,Bachelor,9.0,74.7,12,0,79,72,72
Female,16,Yes,Yes,No,No Formal Education,25.0,85.8,19,0,100,97,92
Male,16,No,Yes,No,Bachelor,22.0,73.8,14,0,94,80,77
Female,15,Yes,No,No,Bachelor,20.0,64.9,9,0,82,69,72
Male,18,Yes,Yes,No,Bachelor,8.0,95.4,6,0,89,89,77
Female,15,No,Yes,Yes,High School,14.0,87.0,24,1,81,94,76
Female,18,Yes,Yes,No,High School,2.0,82.2,28,0,69,66,70
Male,15,No,No,No,High School,4.0,56.6,8,1,59,54,56
Male,18,Yes,Yes,No,Bachelor,15.0,85.1,13,1,78,78,71
Female,18,No,Yes,Yes,Master,20.0,80.1,16,1,87,88,83
Male,17,Yes,Yes,Yes,High School,19.0,94.6,22,2,99,88,82
Male,19,Yes,No,Yes,Bachelor,6.0,78.0,25,0,79,74,77
Male,17,Yes,Yes,No,High School,0.0,66.6,7,1,55,65,54
Female,19,Yes,No,No,High School,11.0,96.2,9,0,68,82,87
Male,15,Yes,Yes,No,Master,5.0,57.2,28,0,64,73,54
Male,15,Yes,Yes,No,No Formal Education,9.0,66.5,5,0,79,70,60
Male,18,No,No,Yes,High School,18.0,65.3,16,0,80,80,81
Male,19,No,Yes,No,No Formal Education,29.0,58.2,6,3,80,74,70
Male,16,Yes,No,Yes,Bachelor,17.0,97.2,19,0,95,90,86
Male,18,Yes,Yes,Yes,No Formal Education,19.0,74.3,7,0,81,72,90
Female,16,Yes,No,Yes,No Formal Education,14.0,85.9,19,0,77,87,91
Female,17,Yes,No,No,High School,8.0,63.4,26,0,74,63,66
Female,16,Yes,Yes,No,Bachelor,27.0,66.9,5,0,88,88,81
Female,19,No,Yes,Yes,Master,22.0,74.6,2,2,68,79,92
Male,18,Yes,No,No,No Formal Education,29.0,80.8,12,0,94,99,87
Female,17,No,Yes,Yes,High School,17.0,90.6,14,0,84,76,82
Male,15,Yes,Yes,No,Bachelor,1.0,81.3,14,0,72,67,60
Female,17,Yes,Yes,Yes,No Formal Education,3.0,76.5,5,0,77,66,60
Male,15,Yes,Yes,Yes,Bachelor,12.0,59.3,17,0,75,75,63
Female,19,Yes,Yes,No,High School,17.0,68.6,21,2,58,65,75
Male,17,Yes,Yes,No,No Formal Education,22.0,82.4,15,0,92,88,92
Female,18,Yes,No,No,Bachelor,12.0,87.4,4,0,81,81,70
Male,17,Yes,Yes,No,Master,16.0,71.9,24,0,90,69,69
Female,15,Yes,No,No,Bachelor,1.0,85.0,5,0,71,75,71
Male,17,No,No,No,Master,26.0,86.9,18,0,96,84,84
Female,16,Yes,No,Yes,Master,19.0,59.7,0,0,79,79,82
Male,16,Yes,Yes,No,Bachelor,0.0,95.4,28,0,78,73,69
Male,18,Yes,Yes,Yes,PhD,16.0,57.9,18,2,81,69,75
Male,18,No,Yes,No,Master,13.0,90.2,8,0,87,81,84
Male,17,Yes,Yes,No,High School,2.0,58.2,15,0,66,55,52
Female,18,Yes,Yes,Yes,Master,16.0,74.1,10,0,77,89,83
Female,18,Yes,No,No,High School,11.0,72.6,2,0,69,73,72
Female,16,Yes,No,Yes,PhD,4.0,83.5,18,1,66,64,65
Female,18,Yes,Yes,No,PhD,12.0,96.5,0,2,79,76,79
Male,15,Yes,Yes,No,Bachelor,12.0,56.2,4,0,66,69,70
Male,19,Yes,No,No,High School,12.0,99.2,21,0,86,84,83
Female,19,Yes,Yes,No,No Formal Education,18.0,57.3,26,0,82,81,64
Male,18,Yes,Yes,No,Master,18.0,86.1,0,0,100,91,86
Male,19,Yes,Yes,No,Master,0.0,73.4,11,0,69,62,65
Female,15,Yes,Yes,No,High School,19.0,61.3,19,0,86,82,69
Female,19,Yes,Yes,Yes,High School,26.0,91.0,6,0,93,95,98
Female,15,No,Yes,No,High School,6.0,70.5,19,1,76,62,64
Male,15,Yes,No,Yes,Master,20.0,96.5,13,0,95,79,83
Female,15,Yes,Yes,No,Bachelor,3.0,72.4,7,1,62,75,59
Female,17,Yes,No,No,Bachelor,28.0,62.7,20,2,85,70,82
Female,18,Yes,No,No,High School,20.0,98.7,27,0,96,95,90
Female,17,Yes,Yes,No,Bachelor,14.0,84.3,9,0,86,76,79
Male,18,Yes,Yes,No,Bachelor,29.0,58.9,7,2,78,71,84
Male,18,No,Yes,Yes,High School,25.0,99.9,12,0,93,100,100
Female,17,Yes,Yes,No,Bachelor,17.0,97.0,14,0,93,92,88
Male,17,No,Yes,No,Master,11.0,63.0,13,0,77,61,62
Female,16,Yes,No,No,Bachelor,6.0,64.2,24,0,72,72,64
Male,16,Yes,Yes,Yes,High School,24.0,66.6,11,1,90,92,84
Female,17,Yes,Yes,No,High School,15.0,97.3,19,2,88,96,83
Male,16,No,Yes,Yes,High School,23.0,94.7,8,3,86,87,86
Male,17,Yes,Yes,Yes,High School,15.0,99.0,19,1,89,91,91
Male,16,Yes,No,No,No Formal Education,29.0,84.0,13,1,97,90,81
Female,17,Yes,No,No,High School,28.0,77.2,18,0,97,98,90
Female,17,Yes,Yes,Yes,Bachelor,25.0,92.6,16,1,100,97,83
Female,17,Yes,Yes,Yes,High School,26.0,94.4,3,2,100,90,96
Male,15,Yes,Yes,No,High School,19.0,79.6,3,0,83,80,84
Male,19,Yes,No,No,Bachelor,17.0,57.5,6,0,78,66,73
Female,17,Yes,No,No,Bachelor,13.0,71.3,21,3,65,65,72
Male,17,No,Yes,No,PhD,8.0,96.4,15,0,82,68,65
Female,17,Yes,Yes,Yes,Bachelor,4.0,55.2,16,0,53,73,61
Female,16,Yes,Yes,Yes,Master,5.0,61.1,20,2,64,61,63
Female,15,Yes,No,No,Bachelor,16.0,59.9,20,0,65,73,76
Female,18,No,Yes,Yes,Bachelor,13.0,56.5,18,0,65,72,67
Female,16,No,No,No,Bachelor,16.0,69.1,10,0,79,86,66
Female,19,Yes,Yes,Yes,High School,0.0,82.8,14,0,62,73,70
Female,16,Yes,Yes,No,PhD,2.0,68.0,17,0,66,68,57
Male,18,Yes,No,Yes,Bachelor,12.0,68.3,17,0,72,78,76
Female,16,No,No,Yes,No Formal Education,3.0,83.2,14,0,72,69,70
Female,15,Yes,Yes,Yes,Bachelor,18.0,88.4,27,0,89,92,87
Male,19,No,Yes,Yes,No Formal Education,13.0,61.6,21,0,74,72,65
Female,19,Yes,Yes,No,PhD,2.0,97.0,22,0,70,77,78
Female,18,Yes,No,No,No Formal Education,15.0,97.6,19,0,91,87,92
Female,16,Yes,No,Yes,Master,10.0,87.0,7,0,84,86,82
Female,15,No,Yes,No,High School,14.0,69.6,22,2,67,78,68
Male,17,No,Yes,No,Bachelor,24.0,59.3,2,0,81,76,77
Female,16,Yes,Yes,No,High School,29.0,85.6,13,1,100,100,90
Female,15,Yes,No,Yes,High School,24.0,81.9,14,2,92,91,90
Male,17,Yes,Yes,No,Master,1.0,94.7,28,0,76,69,75
Female,15,Yes,Yes,No,PhD,21.0,58.9,4,0,76,83,74
Female,17,Yes,Yes,No,No Formal Education,10.0,75.0,1,1,71,74,59
Female,15,Yes,Yes,No,Bachelor,21.0,80.5,10,0,90,86,83
Female,17,Yes,No,Yes,Bachelor,21.0,87.9,17,3,90,90,83
Male,16,Yes,Yes,No,Bachelor,21.0,90.9,20,2,93,86,74
Female,19,No,Yes,Yes,Master,17.0,92.0,29,1,82,96,91
Female,18,Yes,No,No,Master,7.0,74.6,2,2,61,69,67
Male,17,Yes,Yes,No,No Formal Education,29.0,71.7,20,3,87,85,71
Male,17,No,No,No,Master,14.0,86.8,20,0,75,82,66
Female,16,Yes,No,No,Bachelor,25.0,89.3,10,0,88,90,93
Male,16,Yes,No,Yes,PhD,29.0,86.7,18,2,100,85,94
Male,17,Yes,Yes,No,High School,18.0,96.4,25,3,84,79,74
Female,16,Yes,Yes,No,Bachelor,25.0,69.3,16,2,85,86,79
Female,15,Yes,Yes,No,High School,25.0,69.7,16,0,95,83,84
Male,15,No,No,No,PhD,11.0,57.5,20,1,61,74,57
Male,17,Yes,Yes,Yes,Bachelor,9.0,87.5,8,0,71,84,77
Male,19,Yes,Yes,No,Bachelor,20.0,75.5,16,0,84,80,81
Female,17,Yes,No,No,High School,10.0,72.6,29,0,72,70,70
Male,17,Yes,Yes,Yes,No Formal Education,7.0,81.2,25,0,70,73,75
Female,15,Yes,No,Yes,Bachelor,15.0,56.7,3,0,76,76,64
Male,18,No,No,No,Master,23.0,69.5,13,0,87,87,74
Male,15,Yes,No,No,High School,13.0,92.3,15,0,93,75,89
Female,18,Yes,No,Yes,Bachelor,26.0,83.1,6,2,81,91,87
Male,15,Yes,No,Yes,Master,11.0,99.1,16,0,88,87,70
Male,19,Yes,No,No,Master,3.0,61.7,21,1,57,61,57
Female,17,Yes,Yes,No,Master,4.0,81.5,17,0,79,68,79
Female,15,Yes,Yes,Yes,High School,25.0,90.3,7,0,100,91,99
Male,18,Yes,Yes,No,Master,15.0,62.5,17,0,84,72,61
Female,18,Yes,Yes,Yes,High School,7.0,90.4,29,0,76,86,68
Male,16,No,Yes,No,PhD,13.0,79.5,7,0,78,79,72
Male,18,Yes,Yes,No,No Formal Education,16.0,78.3,18,0,82,73,74
Female,15,No,Yes,No,Bachelor,19.0,95.1,21,0,94,85,95
Male,18,Yes,Yes,No,High School,22.0,77.6,16,0,87,89,72
Female,19,Yes,No,No,Bachelor,17.0,75.7,5,0,85,80,77
Female,17,Yes,Yes,No,High School,4.0,94.5,10,0,80,70,68
Female,19,No,No,No,Master,3.0,81.7,29,1,65,68,70
Male,19,Yes,No,No,Bachelor,29.0,96.5,6,0,100,100,89
Male,18,Yes,Yes,Yes,Bachelor,16.0,85.5,21,0,86,94,85
Female,18,Yes,No,No,No Formal Education,3.0,77.2,4,0,69,67,67
Female,16,Yes,Yes,No,Master,15.0,91.7,9,0,93,93,84
Female,17,Yes,Yes,No,High School,15.0,55.7,15,0,73,67,62
Female,15,Yes,Yes,No,Bachelor,25.0,80.3,23,0,85,94,88
Female,15,Yes,Yes,No,Bachelor,17.0,89.7,11,2,79,78,72
Male,18,Yes,No,No,High School,6.0,90.2,19,0,80,83,67
Female,18,Yes,Yes,No,High School,1.0,97.8,5,0,71,88,66
Female,19,Yes,Yes,No,High School,0.0,90.7,29,0,70,73,68
Male,17,Yes,Yes,Yes,PhD,23.0,67.6,4,1,87,80,82
Female,15,Yes,No,No,Master,3.0,85.4,8,2,65,67,61
Female,19,Yes,Yes,Yes,Bachelor,29.0,76.9,29,0,90,100,93
Female,18,Yes,Yes,No,High School,24.0,94.0,22,0,99,98,89
Male,18,Yes,Yes,No,Master,9.0,76.6,15,0,78,77,72
Male,16,Yes,No,No,High School,27.0,55.4,26,0,97,81,75
Female,15,Yes,No,No,High School,16.0,79.8,22,0,72,77,83
Female,18,Yes,Yes,No,Bachelor,28.0,66.6,27,0,98,97,94
Male,15,No,Yes,No,Master,26.0,73.7,22,0,88,82,88
Male,18,Yes,Yes,No,Bachelor,25.0,71.0,0,0,95,91,83
Female,19,Yes,Yes,Yes,No Formal Education,15.0,82.0,11,0,82,82,84
Female,17,Yes,No,Yes,High School,0.0,81.4,10,2,64,59,65
Male,15,Yes,Yes,No,High School,11.0,76.3,9,0,80,72,77
Female,19,Yes,Yes,No,Bachelor,21.0,57.0,5,0,75,88,78
Female,17,Yes,No,No,High School,22.0,86.4,6,0,92,89,87
Female,17,Yes,Yes,No,High School,16.0,99.5,18,3,82,85,73
Female,15,Yes,Yes,No,High School,8.0,64.2,17,0,72,60,68
Male,19,Yes,Yes,No,No Formal Education,2.0,70.0,14,2,66,68,51
Male,19,No,No,No,High School,1.0,84.4,9,0,66,69,72
Female,16,Yes,No,Yes,No Formal Education,4.0,88.4,7,0,71,83,71
Male,19,Yes,No,No,High School,29.0,62.2,10,3,90,74,74
Female,15,Yes,No,Yes,High School,22.0,66.6,10,0,77,96,76
Male,16,Yes,No,No,Master,10.0,92.3,18,1,87,78,67
Male,18,Yes,No,No,No Formal Education,21.0,93.6,4,3,75,84,75
Male,18,Yes,No,Yes,Master,11.0,80.1,6,1,72,76,71
Male,18,No,Yes,No,PhD,8.0,86.1,26,0,79,74,73
Female,18,No,Yes,No,High School,21.0,70.3,23,0,83,82,77
Female,16,Yes,Yes,No,No Formal Education,14.0,91.0,12,0,74,85,85
Female,19,Yes,No,No,Master,6.0,84.3,15,1,65,73,71
Male,15,Yes,No,Yes,Bachelor,10.0,58.3,2,0,73,73,67
Male,18,Yes,Yes,No,Master,8.0,86.9,14,3,71,76,68
Female,18,Yes,No,No,Bachelor,15.0,89.8,12,0,81,82,79
Female,17,Yes,No,No,Master,8.0,65.4,3,0,56,71,67
Female,17,Yes,No,No,Master,11.0,69.7,29,1,65,71,69
Female,19,No,Yes,No,No Formal Education,24.0,77.4,19,0,90,87,87
Male,18,Yes,Yes,No,High School,4.0,78.9,27,0,65,70,62
Male,16,Yes,Yes,No,High School,2.0,70.5,9,0,59,57,57
Female,19,Yes,No,No,High School,16.0,81.9,16,2,81,79,70
Male,16,Yes,Yes,No,Bachelor,28.0,73.9,2,0,92,90,89
Male,17,Yes,No,No,Master,27.0,55.3,11,0,83,81,87
Male,18,Yes,Yes,Yes,Bachelor,28.0,77.7,23,0,91,81,95
Female,17,No,No,No,Master,6.0,56.2,12,1,63,59,58
Male,16,Yes,No,No,Master,10.0,77.7,23,0,76,75,76
Female,15,No,Yes,No,High School,4.0,78.0,1,0,65,74,69
Male,17,Yes,No,No,High School,12.0,85.8,20,0,96,83,81
Female,17,Yes,No,No,Bachelor,28.0,96.7,7,0,91,100,93
Male,18,Yes,No,No,Bachelor,24.0,72.3,2,0,85,92,83
Female,18,Yes,Yes,No,High School,10.0,63.8,17,0,74,51,72
Male,17,Yes,Yes,No,Bachelor,27.0,99.4,22,0,100,100,91
Male,15,Yes,Yes,No,Master,7.0,91.1,7,0,84,87,63
Male,18,Yes,Yes,Yes,Master,5.0,80.3,22,0,81,81,59
Female,18,Yes,No,Yes,No Formal Education,15.0,82.5,28,1,87,89,81
Female,19,Yes,Yes,No,Bachelor,1.0,94.4,12,0,70,79,65
Female,17,Yes,Yes,Yes,Bachelor,12.0,82.2,25,0,88,79,90
Female,16,Yes,Yes,No,High School,17.0,61.7,17,1,70,80,77
Female,18,Yes,Yes,Yes,No Formal Education,18.0,95.3,18,0,92,93,91
Male,19,Yes,Yes,No,Bachelor,21.0,61.0,28,0,84,75,72
Female,16,Yes,Yes,No,Master,29.0,86.6,11,0,98,100,100
Female,19,Yes,No,Yes,Bachelor,14.0,97.6,0,0,89,87,90
Male,19,Yes,No,Yes,Bachelor,25.0,55.2,28,0,81,78,71
Male,18,Yes,No,No,Bachelor,24.0,57.8,2,1,82,74,58
Male,16,Yes,Yes,No,Master,5.0,81.5,10,0,72,64,68
Female,15,Yes,Yes,Yes,Master,26.0,87.7,14,0,100,100,100
Male,15,Yes,No,No,High School,4.0,61.7,19,1,61,61,51
Female,16,No,No,Yes,High School,3.0,83.7,17,0,72,81,64
Male,16,Yes,Yes,No,Master,20.0,68.2,20,2,76,68,73
Female,15,Yes,Yes,Yes,PhD,19.0,88.6,20,0,83,96,81
Male,16,Yes,No,No,High School,8.0,58.9,12,0,69,59,43
Female,15,Yes,No,No,PhD,4.0,81.1,23,0,72,69,64
Male,17,Yes,Yes,No,Master,7.0,74.6,5,2,67,65,63
Female,16,No,Yes,Yes,High School,4.0,71.8,0,1,55,63,71
Female,17,No,Yes,No,No Formal Education,18.0,80.5,24,0,86,90,86
Male,18,No,Yes,Yes,No Formal Education,2.0,57.8,24,0,66,65,52
Male,15,Yes,No,Yes,High School,17.0,71.0,0,0,97,79,86
Male,16,Yes,Yes,No,High School,2.0,77.0,29,0,64,70,64
Male,17,Yes,No,No,No Formal Education,0.0,86.4,21,1,78,62,58
Male,18,Yes,Yes,No,Master,29.0,71.1,20,0,94,88,92
Female,18,Yes,Yes,No,Master,26.0,94.4,12,0,95,100,99
Female,19,No,Yes,Yes,Master,11.0,84.9,17,2,70,85,85
Male,19,Yes,Yes,No,No Formal Education,24.0,74.1,25,0,91,79,85
Female,15,Yes,No,Yes,High School,0.0,67.3,4,0,66,72,64
Male,19,Yes,No,No,High School,14.0,80.5,1,1,78,68,67
Male,18,No,Yes,Yes,High School,7.0,68.2,16,0,69,69,63
Female,15,Yes,Yes,No,Bachelor,13.0,72.5,2,0,79,77,80
Female,15,Yes,No,No,High School,9.0,74.9,0,0,62,77,78
Male,19,No,No,No,Master,15.0,96.1,29,0,88,80,72
Male,17,Yes,No,No,Master,24.0,91.9,4,0,92,100,81
Male,16,Yes,No,No,High School,16.0,58.6,24,0,72,73,60
Female,17,Yes,No,No,Bachelor,2.0,66.9,26,2,61,58,52
Female,17,Yes,Yes,No,Bachelor,20.0,69.2,24,2,79,87,70
Female,19,Yes,No,No,High School,13.0,81.9,12,0,76,87,79
Male,15,Yes,Yes,No,PhD,27.0,79.8,10,1,88,84,85
Male,18,Yes,Yes,Yes,No Formal Education,6.0,82.8,3,0,67,69,73
Male,19,No,Yes,Yes,Bachelor,20.0,82.4,19,0,90,78,85
Female,18,Yes,Yes,Yes,High School,3.0,85.4,29,0,86,83,70
Male,15,Yes,Yes,No,High School,9.0,89.6,27,1,72,79,74
Male,16,No,Yes,No,High School,28.0,92.7,20,0,100,99,98
Female,15,Yes,Yes,No,High School,9.0,72.5,5,2,63,61,62
Male,16,Yes,Yes,No,High School,16.0,66.9,25,0,69,73,67
Male,18,Yes,Yes,Yes,No Formal Education,7.0,81.7,17,2,73,65,66
Female,19,Yes,Yes,No,PhD,25.0,91.4,16,0,96,90,95
Female,15,Yes,Yes,No,High School,22.0,76.9,11,0,92,92,88
Male,15,No,Yes,Yes,High School,3.0,98.2,23,1,78,67,69
Female,19,Yes,Yes,No,High School,22.0,55.1,20,0,83,79,85
Male,16,Yes,Yes,No,High School,15.0,84.0,12,0,87,81,80
Male,18,Yes,Yes,Yes,No Formal Education,13.0,68.1,0,1,77,63,64
Male,18,Yes,Yes,No,Bachelor,27.0,79.3,0,0,100,96,92
Female,15,Yes,No,No,Bachelor,25.0,99.1,12,0,100,96,98
Male,19,Yes,No,Yes,Master,27.0,77.6,5,0,99,95,90
Male,16,Yes,Yes,No,Bachelor,14.0,69.8,16,0,80,75,65
Female,18,No,Yes,No,Bachelor,9.0,78.7,0,0,77,77,75
Female,19,Yes,Yes,Yes,Master,25.0,67.5,27,0,89,91,85
Male,17,Yes,No,No,Master,19.0,89.7,26,0,99,89,83
Female,17,Yes,No,Yes,Master,1.0,97.0,27,0,66,77,66
Female,16,Yes,No,No,No Formal Education,28.0,79.9,6,1,93,83,95
Female,19,Yes,No,No,No Formal Education,27.0,66.2,14,0,89,83,85
Female,16,Yes,Yes,No,No Formal Education,14.0,68.8,12,1,75,72,77
Male,16,Yes,Yes,No,High School,14.0,59.7,0,0,68,74,72
Female,15,Yes,No,No,High School,16.0,56.7,18,0,75,75,78
Male,18,Yes,Yes,Yes,High School,0.0,98.6,9,0,78,73,70
Female,18,No,No,No,PhD,21.0,95.1,14,0,89,84,95
Male,18,Yes,Yes,No,No Formal Education,29.0,81.3,25,0,99,94,90
Male,17,Yes,No,No,Master,23.0,85.1,14,1,97,84,86
Male,15,Yes,Yes,No,High School,29.0,91.9,3,0,100,99,100
Female,15,Yes,No,Yes,High School,26.0,55.2,27,0,80,78,84
Female,16,Yes,No,No,Bachelor,7.0,69.5,21,0,66,72,66
Female,17,Yes,Yes,No,Bachelor,5.0,65.0,25,0,65,62,64
Male,15,Yes,Yes,No,Bachelor,2.0,99.4,28,0,80,77,64
Female,15,Yes,No,No,No Formal Education,7.0,93.5,9,0,75,79,77
Male,19,Yes,No,Yes,High School,11.0,83.8,17,1,77,77,66
Male,19,No,Yes,No,High School,26.0,60.3,7,0,82,84,80
Male,19,Yes,Yes,No,High School,7.0,67.4,10,0,67,71,68
Female,19,Yes,No,No,PhD,27.0,85.5,15,0,82,98,91
Female,19,Yes,Yes,No,Bachelor,6.0,63.2,27,0,58,60,59
Female,19,Yes,Yes,No,Bachelor,22.0,63.1,7,2,68,72,73
Female,19,Yes,Yes,Yes,Master,28.0,96.3,16,0,100,100,100
Female,18,Yes,Yes,No,Master,3.0,70.1,26,3,54,65,60
Male,19,Yes,Yes,Yes,High School,25.0,59.1,0,0,84,81,80
Female,16,No,Yes,No,Bachelor,17.0,58.6,27,2,59,64,82
Male,18,No,Yes,Yes,No Formal Education,1.0,55.9,4,0,51,59,40
Male,18,Yes,No,Yes,Bachelor,17.0,59.4,24,3,77,75,69
Female,15,Yes,Yes,Yes,Master,28.0,70.9,22,0,92,91,88
Female,15,Yes,No,Yes,PhD,21.0,85.9,22,0,88,96,92
Male,16,Yes,Yes,Yes,Bachelor,25.0,90.5,6,0,97,96,95
Male,18,Yes,No,Yes,Master,21.0,96.4,12,0,100,89,88
Male,18,Yes,Yes,Yes,No Formal Education,6.0,93.9,3,0,86,89,78
Female,18,Yes,Yes,No,High School,26.0,73.9,28,0,90,89,89
Male,19,Yes,Yes,Yes,Bachelor,25.0,98.1,1,0,100,95,100
Female,17,Yes,Yes,No,No Formal Education,5.0,86.3,25,0,68,66,66
Male,19,Yes,Yes,Yes,Master,19.0,80.1,24,1,92,86,88
Female,18,Yes,No,Yes,High School,4.0,81.6,16,0,73,78,66
Female,17,Yes,No,No,No Formal Education,8.0,89.1,26,0,86,85,78
Male,16,Yes,Yes,Yes,Bachelor,21.0,90.3,12,2,98,93,77
Female,18,Yes,No,No,Master,21.0,82.2,3,0,80,99,94
Male,18,No,No,No,Bachelor,12.0,69.0,8,1,70,70,59
Male,16,No,No,No,Bachelor,12.0,83.0,27,0,82,80,72
Female,15,Yes,Yes,Yes,No Formal Education,5.0,70.4,22,0,72,62,74
Male,18,Yes,No,No,PhD,18.0,76.0,5,0,85,81,83
Male,15,Yes,No,Yes,High School,8.0,87.5,2,1,79,73,65
Female,15,Yes,Yes,No,Master,21.0,98.8,22,1,94,93,80
Male,15,Yes,Yes,No,High School,22.0,90.5,12,0,94,89,82
Female,15,Yes,Yes,Yes,PhD,22.0,93.5,9,0,100,98,95
Male,16,Yes,Yes,No,High School,14.0,78.5,27,0,74,81,76
Male,17,Yes,Yes,No,No Formal Education,26.0,83.8,0,0,100,81,91
Female,16,Yes,Yes,Yes,Bachelor,20.0,99.8,1,1,87,92,93
Male,19,Yes,No,No,High School,29.0,95.7,16,0,100,100,94
Male,17,Yes,Yes,Yes,High School,4.0,75.2,25,0,66,68,72
Male,17,Yes,Yes,No,Master,21.0,65.3,4,0,78,79,76
Female,19,Yes,Yes,No,Bachelor,24.0,73.3,3,0,84,96,84
Female,16,Yes,Yes,No,Bachelor,20.0,74.9,4,1,85,82,84
Male,17,Yes,No,No,Bachelor,9.0,69.5,22,0,83,78,64
Male,16,Yes,Yes,No,No Formal Education,2.0,94.6,18,3,81,67,64
Male,18,Yes,No,Yes,High School,9.0,66.3,12,0,67,63,70
Female,17,No,No,Yes,High School,19.0,66.6,29,0,80,73,83
Female,19,Yes,Yes,No,Master,2.0,92.9,24,0,74,70,73
Female,15,Yes,Yes,No,Bachelor,19.0,87.9,29,0,86,83,90
Female,15,Yes,Yes,No,High School,7.0,96.0,5,0,78,74,90
Male,15,Yes,Yes,No,High School,0.0,92.0,9,0,78,68,73
Female,15,Yes,Yes,No,No Formal Education,22.0,86.1,8,1,92,93,96
Female,17,Yes,Yes,No,High School,9.0,85.8,12,0,79,77,78
Male,16,Yes,Yes,No,High School,12.0,81.4,18,0,90,76,81
Male,16,Yes,No,No,High School,28.0,88.4,13,0,100,92,92
Male,16,Yes,No,No,High School,9.0,86.2,23,0,75,74,65
Female,18,Yes,Yes,No,PhD,18.0,78.8,16,0,76,87,92
Male,15,Yes,Yes,No,High School,27.0,87.2,24,0,100,94,94
Male,19,Yes,No,Yes,Bachelor,11.0,64.5,20,0,77,70,68
Male,19,Yes,Yes,Yes,Bachelor,0.0,59.1,2,0,60,59,50
Female,15,Yes,Yes,Yes,High School,15.0,83.3,27,3,81,77,84
Female,16,Yes,Yes,Yes,High School,29.0,69.8,24,0,89,91,92
Female,16,Yes,No,No,No Formal Education,27.0,74.3,25,1,88,89,84
Female,18,Yes,No,No,High School,20.0,56.8,29,0,82,79,77
Female,17,Yes,Yes,Yes,High School,0.0,67.1,1,0,58,69,60
Female,18,Yes,Yes,Yes,High School,3.0,99.7,14,2,71,91,74
Female,16,No,No,No,PhD,29.0,58.8,4,0,88,91,87
Female,17,Yes,Yes,No,High School,16.0,81.4,2,0,84,81,71
Male,18,No,Yes,Yes,Bachelor,15.0,90.2,5,0,87,81,73
Male,18,Yes,Yes,Yes,No Formal Education,15.0,85.5,16,0,93,86,75
Female,15,Yes,Yes,Yes,High School,28.0,91.5,3,1,99,100,100
Male,15,Yes,Yes,No,PhD,11.0,91.3,22,0,80,90,61
Male,18,Yes,No,Yes,PhD,3.0,72.8,1,0,72,73,72
Female,18,No,Yes,No,High School,8.0,97.9,9,1,76,85,77
Female,18,Yes,Yes,Yes,High School,29.0,91.0,3,1,99,100,100
Male,17,Yes,Yes,No,Master,6.0,66.9,11,0,66,68,66
Female,16,Yes,No,Yes,Bachelor,8.0,88.8,27,0,71,68,78
Female,16,Yes,Yes,No,High School,7.0,81.3,7,0,71,78,76
Male,15,Yes,Yes,No,High School,0.0,72.4,13,0,65,58,63
Female,18,Yes,No,No,Bachelor,3.0,59.0,23,0,62,67,56
Male,17,Yes,Yes,No,Bachelor,12.0,99.5,6,0,87,80,87
Male,17,Yes,Yes,No,Bachelor,4.0,87.0,23,0,71,76,65
Male,19,Yes,Yes,No,Bachelor,13.0,96.4,13,0,92,94,79
Male,15,No,Yes,No,Bachelor,21.0,98.6,10,0,100,92,83
Female,19,Yes,No,No,Bachelor,29.0,69.4,23,0,86,97,92
Female,16,Yes,No,Yes,High School,18.0,67.3,19,0,83,85,89
Male,19,Yes,Yes,No,Master,8.0,86.7,12,1,72,69,65
Female,19,Yes,No,No,Master,12.0,78.0,24,0,76,88,67
