age,tenure_months,monthly_charges,total_charges,support_calls,num_contracts,plan_type,payment_method,region,churned
62.0,30.0,36.05,1081.5,14.0,4.0,Basic,Bank Transfer,East,0
24.0,36.0,34.5,1242.0,5.0,3.0,Basic,Credit Card,West,0
58.0,20.0,51.46,1029.2,13.0,4.0,Basic,Bank Transfer,North,0
40.0,56.0,26.9,1506.4,7.0,1.0,Basic,Cash,North,1
22.0,61.0,65.42,3990.62,13.0,5.0,Standard,Cash,West,0
64.0,41.0,81.91,3358.31,6.0,4.0,Standard,Prepaid,South,0
57.0,69.0,30.95,2135.55,5.0,4.0,Basic,Bank Transfer,South,0
26.0,26.0,50.1,1302.6,10.0,5.0,Standard,Bank Transfer,East,0
46.0,56.0,77.17,4321.52,2.0,5.0,Standard,Credit Card,South,0
26.0,31.0,80.12,2483.72,,5.0,Standard,Bank Transfer,North,0
27.0,64.0,47.2,3020.8,6.0,4.0,Basic,Cash,West,0
33.0,71.0,73.02,5184.42,11.0,3.0,Standard,Prepaid,West,0
36.0,42.0,76.79,3225.18,0.0,2.0,Standard,Bank Transfer,South,0
69.0,64.0,32.16,2058.24,12.0,5.0,Basic,Bank Transfer,East,0
44.0,18.0,70.05,1260.9,9.0,4.0,Standard,Credit Card,North,0
39.0,26.0,33.58,873.08,10.0,1.0,Basic,Credit Card,North,1
62.0,60.0,82.0,4920.0,4.0,4.0,Standard,Credit Card,North,0
19.0,47.0,43.59,2048.73,3.0,3.0,Basic,Credit Card,West,0
63.0,52.0,35.45,1843.4,0.0,4.0,Basic,Credit Card,East,0
19.0,51.0,28.41,1448.91,,2.0,Basic,Bank Transfer,South,1
23.0,10.0,26.44,264.4,14.0,1.0,Basic,Credit Card,South,0
19.0,16.0,15.3,244.8,1.0,1.0,Basic,Credit Card,East,0
40.0,70.0,39.16,2741.2,6.0,4.0,Basic,Credit Card,West,0
68.0,38.0,79.49,3020.62,13.0,1.0,Standard,Bank Transfer,South,1
61.0,67.0,73.31,4911.77,12.0,5.0,Standard,Bank Transfer,North,0
21.0,2.0,61.86,123.72,8.0,2.0,Standard,Prepaid,East,1
49.0,26.0,17.18,446.68,8.0,3.0,Basic,Credit Card,North,0
66.0,47.0,103.7,4873.9,1.0,2.0,Premium,Credit Card,North,0
62.0,32.0,42.4,1356.8,5.0,4.0,Basic,Cash,West,0
32.0,60.0,74.06,4443.6,2.0,5.0,Standard,Prepaid,South,0
49.0,29.0,,,3.0,1.0,Basic,Credit Card,East,0
36.0,55.0,39.83,2190.65,3.0,4.0,Basic,Bank Transfer,South,0
29.0,36.0,28.17,1014.12,10.0,2.0,Basic,Bank Transfer,East,0
63.0,62.0,58.59,3632.58,2.0,1.0,Standard,Credit Card,East,0
44.0,19.0,140.21,2663.99,2.0,5.0,Premium,Bank Transfer,South,0
42.0,53.0,108.56,5753.68,4.0,5.0,Premium,Prepaid,South,0
44.0,11.0,56.1,617.1,14.0,2.0,Standard,Cash,North,0
28.0,26.0,82.68,2149.68,7.0,2.0,Premium,Bank Transfer,East,0
64.0,67.0,93.89,6290.63,12.0,3.0,Standard,Credit Card,South,0
49.0,7.0,27.84,194.88,8.0,5.0,Basic,Bank Transfer,West,0
36.0,48.0,24.24,1163.52,8.0,1.0,Basic,Cash,North,0
49.0,15.0,70.08,1051.2,3.0,1.0,Standard,Credit Card,South,0
30.0,70.0,42.02,2941.4,10.0,3.0,Basic,Cash,West,0
43.0,28.0,54.12,1515.36,14.0,1.0,Standard,Bank Transfer,East,0
56.0,50.0,37.42,1871.0,3.0,3.0,Basic,Credit Card,North,0
61.0,65.0,,,1.0,1.0,Basic,Prepaid,East,0
39.0,23.0,34.48,793.04,7.0,4.0,Basic,Bank Transfer,West,0
55.0,45.0,27.47,1236.15,13.0,5.0,Basic,Bank Transfer,South,0
43.0,57.0,33.14,1888.98,11.0,2.0,Basic,Bank Transfer,North,0
22.0,48.0,51.44,2469.12,14.0,5.0,Basic,Prepaid,South,0
68.0,17.0,107.1,1820.7,3.0,3.0,Premium,Cash,North,0
63.0,32.0,105.65,3380.8,,5.0,Premium,Credit Card,East,0
53.0,71.0,83.47,5926.37,5.0,1.0,Standard,Credit Card,South,0
20.0,4.0,71.15,284.6,9.0,3.0,Standard,Bank Transfer,West,1
52.0,27.0,95.65,2582.55,14.0,5.0,Standard,Cash,South,1
30.0,21.0,71.83,1508.43,11.0,4.0,Standard,Cash,South,0
66.0,29.0,38.01,1102.29,6.0,3.0,Basic,Bank Transfer,West,0
22.0,8.0,96.21,769.68,1.0,3.0,Premium,Cash,North,0
55.0,49.0,58.67,2874.83,1.0,1.0,Standard,Cash,East,0
38.0,7.0,78.61,550.27,6.0,3.0,Standard,Credit Card,East,1
67.0,21.0,41.61,873.81,5.0,4.0,Basic,Credit Card,North,0
58.0,35.0,55.5,1942.5,13.0,4.0,Basic,Prepaid,South,0
50.0,32.0,111.14,3556.48,3.0,4.0,Premium,Cash,West,0
45.0,11.0,119.51,1314.61,1.0,5.0,Premium,Credit Card,West,0
48.0,25.0,104.32,2608.0,0.0,3.0,Premium,Cash,West,0
49.0,48.0,73.6,3532.8,13.0,5.0,Standard,Credit Card,South,1
32.0,1.0,24.13,24.13,14.0,5.0,Basic,Credit Card,East,1
45.0,61.0,92.93,5668.73,3.0,4.0,Standard,Bank Transfer,South,0
30.0,42.0,20.29,852.18,6.0,1.0,Basic,Credit Card,North,0
32.0,54.0,104.09,5620.86,4.0,5.0,Premium,Prepaid,South,0
45.0,41.0,,,6.0,5.0,Premium,Credit Card,North,0
50.0,71.0,89.81,6376.51,0.0,2.0,Standard,Bank Transfer,North,0
21.0,25.0,73.55,1838.75,,1.0,Standard,Credit Card,West,0
69.0,1.0,24.8,24.8,5.0,3.0,Basic,Credit Card,East,0
26.0,26.0,43.34,1126.84,5.0,3.0,Basic,Credit Card,North,0
46.0,55.0,107.58,5916.9,0.0,5.0,Premium,Credit Card,West,0
54.0,2.0,,,1.0,4.0,Standard,Prepaid,South,1
32.0,41.0,41.02,1681.82,11.0,1.0,Standard,Credit Card,East,0
53.0,22.0,44.28,974.16,0.0,3.0,Basic,Prepaid,South,0
44.0,53.0,27.65,1465.45,1.0,4.0,Basic,Bank Transfer,North,0
19.0,53.0,90.93,4819.29,8.0,3.0,Standard,Bank Transfer,West,0
63.0,8.0,74.26,594.08,12.0,2.0,Standard,Credit Card,West,1
26.0,35.0,28.34,991.9,13.0,5.0,Basic,Prepaid,North,1
24.0,35.0,36.55,1279.25,6.0,3.0,Basic,Prepaid,North,1
50.0,13.0,73.96,961.48,3.0,1.0,Standard,Credit Card,South,0
27.0,3.0,30.04,90.12,10.0,2.0,Basic,Prepaid,North,1
39.0,9.0,30.64,275.76,7.0,4.0,Basic,Bank Transfer,East,1
19.0,14.0,72.87,1020.18,2.0,4.0,Standard,Credit Card,North,0
48.0,34.0,35.86,1219.24,6.0,1.0,Basic,Bank Transfer,North,0
63.0,31.0,41.42,1284.02,7.0,5.0,Basic,Credit Card,North,0
24.0,33.0,58.33,1924.89,9.0,1.0,Standard,Credit Card,South,0
47.0,63.0,45.65,2875.95,4.0,5.0,Basic,Credit Card,West,0
62.0,33.0,40.02,1320.66,13.0,1.0,Basic,Credit Card,West,1
29.0,13.0,11.87,154.31,11.0,2.0,Basic,Credit Card,West,1
31.0,42.0,56.64,2378.88,2.0,4.0,Standard,Cash,East,0
41.0,70.0,32.69,2288.3,4.0,3.0,Basic,Credit Card,South,0
37.0,25.0,28.43,710.75,9.0,1.0,Basic,Cash,North,0
22.0,4.0,111.11,444.44,12.0,3.0,Premium,Credit Card,West,1
41.0,28.0,40.03,1120.84,13.0,3.0,Basic,Bank Transfer,West,0
65.0,45.0,92.52,4163.4,8.0,4.0,Premium,Bank Transfer,East,0
48.0,23.0,34.15,785.45,8.0,4.0,Basic,Prepaid,North,0
34.0,37.0,80.96,2995.52,4.0,5.0,Standard,Credit Card,South,0
68.0,44.0,112.34,4942.96,4.0,3.0,Premium,Prepaid,North,0
22.0,3.0,,,4.0,4.0,Basic,Prepaid,West,1
28.0,2.0,77.7,155.4,0.0,2.0,Standard,Bank Transfer,East,0
69.0,49.0,43.38,2125.62,9.0,3.0,Basic,Bank Transfer,North,0
26.0,50.0,,,8.0,1.0,Premium,Credit Card,South,0
60.0,21.0,,,5.0,1.0,Basic,Credit Card,West,0
25.0,57.0,116.07,6615.99,7.0,2.0,Premium,Credit Card,West,1
29.0,50.0,31.53,1576.5,8.0,1.0,Basic,Credit Card,South,0
58.0,26.0,77.32,2010.32,5.0,5.0,Standard,Bank Transfer,East,0
51.0,9.0,86.84,781.56,,5.0,Standard,Prepaid,West,0
37.0,2.0,53.32,106.64,5.0,2.0,Standard,Credit Card,North,0
31.0,18.0,54.63,983.34,14.0,1.0,Standard,Cash,East,1
66.0,50.0,44.08,2204.0,1.0,4.0,Basic,Credit Card,South,0
42.0,45.0,,,3.0,4.0,Standard,Bank Transfer,North,0
21.0,45.0,24.52,1103.4,5.0,1.0,Basic,Cash,East,0
59.0,22.0,44.34,975.48,12.0,5.0,Basic,Cash,West,0
45.0,54.0,14.03,757.62,8.0,1.0,Basic,Bank Transfer,East,1
26.0,6.0,40.0,240.0,0.0,5.0,Basic,Cash,West,0
57.0,10.0,113.94,1139.4,14.0,3.0,Premium,Credit Card,West,1
44.0,35.0,30.36,1062.6,5.0,2.0,Basic,Cash,North,0
44.0,41.0,36.53,1497.73,12.0,4.0,Basic,Bank Transfer,West,0
62.0,48.0,95.01,4560.48,3.0,2.0,Premium,Bank Transfer,North,0
39.0,27.0,39.73,1072.71,5.0,2.0,Basic,Bank Transfer,East,0
20.0,9.0,41.86,376.74,13.0,4.0,Basic,Prepaid,South,1
60.0,4.0,44.73,178.92,12.0,5.0,Basic,Bank Transfer,South,1
28.0,63.0,107.8,6791.4,0.0,4.0,Premium,Bank Transfer,West,0
44.0,45.0,58.59,2636.55,6.0,5.0,Basic,Bank Transfer,South,0
40.0,17.0,42.37,720.29,6.0,1.0,Basic,Credit Card,South,0
65.0,36.0,122.27,4401.72,4.0,1.0,Premium,Credit Card,South,0
19.0,68.0,101.07,6872.76,8.0,1.0,Premium,Credit Card,West,0
30.0,57.0,109.73,6254.61,7.0,5.0,Premium,Cash,West,0
37.0,44.0,38.9,1711.6,7.0,5.0,Basic,Credit Card,West,0
49.0,25.0,24.0,600.0,5.0,1.0,Basic,Bank Transfer,North,1
29.0,11.0,91.9,1010.9,4.0,4.0,Premium,Prepaid,East,1
50.0,29.0,66.67,1933.43,4.0,2.0,Standard,Bank Transfer,East,0
27.0,20.0,35.63,712.6,12.0,5.0,Basic,Prepaid,West,1
65.0,18.0,43.72,786.96,12.0,4.0,Basic,Bank Transfer,South,0
66.0,46.0,40.64,1869.44,6.0,5.0,Basic,Bank Transfer,East,0
22.0,35.0,49.61,1736.35,8.0,2.0,Standard,Credit Card,East,0
49.0,36.0,45.46,1636.56,8.0,4.0,Basic,Prepaid,North,0
59.0,34.0,102.23,3475.82,14.0,4.0,Premium,Bank Transfer,North,1
36.0,1.0,43.76,43.76,0.0,3.0,Basic,Cash,West,0
53.0,5.0,73.71,368.55,9.0,3.0,Standard,Credit Card,West,0
59.0,24.0,39.21,941.04,7.0,2.0,Basic,Credit Card,West,1
62.0,69.0,35.1,2421.9,14.0,5.0,Basic,Prepaid,West,0
48.0,61.0,,,10.0,5.0,Basic,Prepaid,South,0
49.0,59.0,87.97,5190.23,7.0,1.0,Standard,Bank Transfer,South,0
25.0,68.0,109.17,7423.56,,5.0,Premium,Prepaid,West,0
41.0,61.0,100.54,6132.94,8.0,5.0,Premium,Bank Transfer,North,0
55.0,60.0,28.49,1709.4,13.0,1.0,Basic,Prepaid,East,0
59.0,35.0,,,14.0,5.0,Standard,Prepaid,North,1
36.0,11.0,69.98,769.78,,2.0,Standard,Prepaid,West,0
32.0,27.0,39.75,1073.25,13.0,4.0,Basic,Bank Transfer,West,0
55.0,19.0,,,0.0,5.0,Standard,Prepaid,North,0
20.0,52.0,115.15,5987.8,4.0,4.0,Premium,Bank Transfer,North,0
29.0,37.0,85.59,3166.83,13.0,4.0,Standard,Prepaid,South,1
56.0,71.0,70.91,5034.61,5.0,4.0,Standard,Bank Transfer,South,0
53.0,19.0,63.69,1210.11,14.0,3.0,Standard,Prepaid,North,0
60.0,54.0,20.22,1091.88,11.0,1.0,Basic,Cash,East,0
58.0,12.0,30.35,364.2,6.0,1.0,Basic,Credit Card,West,0
61.0,6.0,66.13,396.78,7.0,1.0,Standard,Cash,West,0
34.0,48.0,,,10.0,4.0,Standard,Bank Transfer,South,0
41.0,57.0,75.62,4310.34,0.0,3.0,Standard,Credit Card,West,0
49.0,59.0,46.29,2731.11,2.0,3.0,Basic,Prepaid,East,0
56.0,32.0,59.19,1894.08,14.0,2.0,Standard,Prepaid,East,1
37.0,34.0,14.95,508.3,5.0,1.0,Basic,Credit Card,East,0
55.0,0.0,32.76,0.0,7.0,2.0,Basic,Credit Card,East,0
27.0,7.0,90.87,636.09,8.0,4.0,Standard,Credit Card,South,1
33.0,18.0,66.85,1203.3,,1.0,Standard,Cash,South,1
52.0,69.0,26.72,1843.68,5.0,5.0,Basic,Bank Transfer,East,0
57.0,65.0,,,10.0,3.0,Basic,Bank Transfer,East,0
21.0,66.0,32.18,2123.88,0.0,2.0,Basic,Credit Card,South,0
68.0,35.0,101.55,3554.25,12.0,3.0,Premium,Bank Transfer,East,0
59.0,40.0,28.92,1156.8,,5.0,Basic,Prepaid,North,1
36.0,53.0,32.1,1701.3,5.0,4.0,Basic,Bank Transfer,North,0
51.0,43.0,38.52,1656.36,0.0,1.0,Basic,Cash,West,0
32.0,31.0,36.0,1116.0,10.0,1.0,Basic,Cash,West,0
23.0,28.0,63.97,1791.16,12.0,3.0,Standard,Prepaid,East,0
48.0,0.0,67.55,0.0,3.0,1.0,Standard,Credit Card,East,0
64.0,18.0,64.09,1153.62,10.0,4.0,Standard,Credit Card,East,0
63.0,43.0,26.73,1149.39,11.0,1.0,Basic,Cash,North,0
22.0,11.0,51.01,561.11,10.0,4.0,Standard,Credit Card,West,0
49.0,20.0,70.74,1414.8,7.0,5.0,Standard,Credit Card,West,0
21.0,57.0,25.44,1450.08,4.0,1.0,Basic,Bank Transfer,East,0
68.0,10.0,69.01,690.1,4.0,4.0,Standard,Bank Transfer,East,0
39.0,46.0,120.01,5520.46,14.0,4.0,Premium,Credit Card,South,1
65.0,49.0,35.98,1763.02,0.0,5.0,Basic,Cash,East,0
44.0,49.0,22.97,1125.53,14.0,5.0,Basic,Cash,East,0
54.0,44.0,46.58,2049.52,5.0,1.0,Basic,Credit Card,North,0
18.0,62.0,34.34,2129.08,9.0,1.0,Basic,Prepaid,North,0
54.0,17.0,40.91,695.47,1.0,2.0,Basic,Prepaid,South,0
49.0,40.0,37.72,1508.8,0.0,3.0,Basic,Cash,South,0
27.0,3.0,,,5.0,4.0,Basic,Cash,South,0
41.0,24.0,37.57,901.68,,1.0,Basic,Credit Card,East,0
35.0,58.0,60.03,3481.74,8.0,2.0,Standard,Prepaid,North,0
19.0,63.0,32.39,2040.57,9.0,3.0,Basic,Prepaid,North,0
60.0,50.0,68.53,3426.5,10.0,2.0,Standard,Bank Transfer,North,0
53.0,69.0,28.06,1936.14,7.0,4.0,Basic,Bank Transfer,West,0
38.0,9.0,28.59,257.31,5.0,3.0,Basic,Cash,West,1
33.0,13.0,24.21,314.73,9.0,3.0,Basic,Cash,North,1
29.0,56.0,38.8,2172.8,8.0,3.0,Basic,Cash,South,0
57.0,48.0,39.01,1872.48,9.0,4.0,Basic,Credit Card,North,0
21.0,27.0,18.35,495.45,7.0,1.0,Basic,Credit Card,South,0
44.0,31.0,78.22,2424.82,5.0,2.0,Standard,Prepaid,South,0
29.0,56.0,27.35,1531.6,11.0,5.0,Basic,Credit Card,East,0
22.0,55.0,79.59,4377.45,4.0,5.0,Standard,Credit Card,South,0
48.0,61.0,36.64,2235.04,8.0,4.0,Basic,Bank Transfer,West,0
32.0,4.0,40.6,162.4,8.0,3.0,Basic,Bank Transfer,East,0
66.0,11.0,51.71,568.81,6.0,5.0,Basic,Cash,South,0
54.0,24.0,38.26,918.24,7.0,5.0,Basic,Credit Card,East,0
38.0,34.0,31.51,1071.34,9.0,4.0,Basic,Prepaid,West,0
69.0,9.0,101.7,915.3,7.0,3.0,Standard,Prepaid,South,1
59.0,55.0,41.38,2275.9,4.0,1.0,Basic,Credit Card,North,1
43.0,32.0,67.73,2167.36,3.0,1.0,Standard,Bank Transfer,North,0
24.0,68.0,41.06,2792.08,13.0,5.0,Basic,Prepaid,South,0
22.0,66.0,39.8,2626.8,,4.0,Basic,Bank Transfer,South,0
60.0,47.0,49.55,2328.85,13.0,4.0,Basic,Bank Transfer,West,0
42.0,60.0,36.58,2194.8,1.0,1.0,Basic,Bank Transfer,East,0
66.0,47.0,75.24,3536.28,3.0,5.0,Standard,Prepaid,East,0
43.0,7.0,47.36,331.52,3.0,2.0,Basic,Credit Card,North,1
44.0,68.0,33.69,2290.92,10.0,4.0,Basic,Bank Transfer,East,0
60.0,48.0,65.43,3140.64,12.0,4.0,Standard,Cash,North,1
41.0,9.0,30.64,275.76,1.0,1.0,Basic,Cash,North,0
45.0,41.0,117.27,4808.07,10.0,2.0,Premium,Credit Card,South,0
65.0,44.0,37.55,1652.2,9.0,5.0,Basic,Credit Card,West,0
30.0,28.0,58.2,1629.6,,4.0,Standard,Bank Transfer,West,0
29.0,51.0,72.65,3705.15,14.0,1.0,Standard,Bank Transfer,North,0
66.0,58.0,40.94,2374.52,2.0,1.0,Basic,Credit Card,East,0
65.0,27.0,64.72,1747.44,,1.0,Standard,Bank Transfer,West,1
69.0,35.0,84.14,2944.9,2.0,5.0,Standard,Bank Transfer,West,0
65.0,42.0,68.37,2871.54,7.0,2.0,Standard,Credit Card,North,0
18.0,44.0,29.49,1297.56,6.0,4.0,Basic,Credit Card,North,0
67.0,32.0,98.81,3161.92,5.0,2.0,Standard,Cash,South,1
26.0,39.0,92.16,3594.24,9.0,2.0,Standard,Credit Card,South,0
64.0,5.0,42.41,212.05,14.0,3.0,Basic,Cash,South,1
53.0,30.0,32.11,963.3,9.0,2.0,Basic,Credit Card,North,1
45.0,27.0,38.01,1026.27,5.0,4.0,Basic,Credit Card,North,1
41.0,19.0,73.96,1405.24,13.0,5.0,Standard,Prepaid,East,1
53.0,0.0,,,5.0,5.0,Standard,Cash,West,1
51.0,55.0,36.15,1988.25,9.0,4.0,Basic,Bank Transfer,East,0
45.0,51.0,80.93,4127.43,7.0,5.0,Standard,Bank Transfer,North,0
22.0,54.0,31.32,1691.28,2.0,4.0,Basic,Bank Transfer,East,0
33.0,64.0,65.89,4216.96,11.0,4.0,Standard,Bank Transfer,East,0
27.0,65.0,58.75,3818.75,14.0,4.0,Standard,Cash,West,0
69.0,12.0,87.61,1051.32,1.0,5.0,Standard,Bank Transfer,West,0
61.0,51.0,72.73,3709.23,14.0,1.0,Standard,Bank Transfer,South,0
19.0,64.0,,,4.0,5.0,Basic,Cash,East,0
50.0,42.0,,,7.0,4.0,Basic,Bank Transfer,West,0
31.0,17.0,116.38,1978.46,8.0,4.0,Premium,Cash,South,1
44.0,27.0,34.04,919.08,4.0,1.0,Basic,Bank Transfer,North,1
66.0,1.0,119.22,119.22,2.0,2.0,Premium,Credit Card,South,0
48.0,59.0,50.42,2974.78,12.0,1.0,Basic,Credit Card,South,1
67.0,22.0,65.61,1443.42,7.0,1.0,Standard,Prepaid,North,0
34.0,4.0,59.34,237.36,0.0,4.0,Standard,Bank Transfer,West,1
32.0,31.0,16.33,506.23,9.0,1.0,Basic,Bank Transfer,East,0
61.0,45.0,97.44,4384.8,7.0,5.0,Standard,Prepaid,South,0
69.0,60.0,36.77,2206.2,3.0,4.0,Basic,Cash,East,0
52.0,10.0,35.44,354.4,13.0,5.0,Basic,Cash,East,0
60.0,41.0,79.75,3269.75,4.0,5.0,Standard,Bank Transfer,North,0
38.0,32.0,33.45,1070.4,7.0,3.0,Basic,Cash,South,1
58.0,6.0,40.53,243.18,9.0,4.0,Basic,Cash,North,1
27.0,49.0,54.61,2675.89,6.0,1.0,Standard,Cash,North,0
47.0,15.0,101.92,1528.8,6.0,3.0,Premium,Bank Transfer,South,0
56.0,19.0,72.98,1386.62,0.0,4.0,Standard,Cash,West,0
38.0,52.0,49.61,2579.72,5.0,5.0,Basic,Credit Card,East,0
32.0,50.0,106.25,5312.5,13.0,3.0,Premium,Bank Transfer,West,0
18.0,35.0,45.03,1576.05,13.0,4.0,Basic,Cash,South,1
41.0,43.0,,,9.0,4.0,Premium,Bank Transfer,North,1
37.0,43.0,36.56,1572.08,9.0,3.0,Basic,Cash,South,0
52.0,64.0,50.6,3238.4,14.0,5.0,Basic,Bank Transfer,North,0
37.0,10.0,86.65,866.5,3.0,5.0,Standard,Bank Transfer,South,0
55.0,1.0,60.24,60.24,9.0,3.0,Standard,Bank Transfer,West,0
22.0,41.0,50.37,2065.17,3.0,4.0,Standard,Prepaid,East,0
69.0,23.0,27.75,638.25,7.0,2.0,Basic,Credit Card,East,1
22.0,23.0,28.08,645.84,8.0,5.0,Basic,Bank Transfer,South,1
36.0,50.0,71.3,3565.0,0.0,2.0,Standard,Cash,North,0
31.0,3.0,35.84,107.52,8.0,5.0,Basic,Prepaid,West,1
59.0,35.0,46.46,1626.1,11.0,4.0,Basic,Prepaid,North,0
43.0,26.0,34.27,891.02,2.0,2.0,Basic,Credit Card,North,0
57.0,60.0,64.39,3863.4,13.0,1.0,Standard,Cash,West,0
58.0,42.0,34.67,1456.14,1.0,5.0,Basic,Credit Card,East,0
51.0,67.0,33.52,2245.84,13.0,4.0,Basic,Cash,South,0
48.0,41.0,79.72,3268.52,4.0,3.0,Standard,Bank Transfer,West,0
44.0,1.0,104.91,104.91,4.0,1.0,Premium,Cash,West,0
46.0,22.0,49.42,1087.24,13.0,1.0,Standard,Credit Card,East,1
58.0,35.0,72.41,2534.35,4.0,3.0,Standard,Bank Transfer,South,0
59.0,32.0,72.2,2310.4,,4.0,Standard,Cash,West,1
41.0,3.0,26.04,78.12,8.0,1.0,Basic,Credit Card,West,1
62.0,23.0,45.22,1040.06,13.0,3.0,Basic,Cash,East,0
19.0,14.0,56.53,791.42,3.0,5.0,Standard,Credit Card,East,0
40.0,33.0,,,9.0,3.0,Basic,Prepaid,East,0
53.0,26.0,,,4.0,1.0,Basic,Prepaid,South,0
49.0,56.0,113.56,6359.36,12.0,4.0,Premium,Cash,North,0
39.0,45.0,44.42,1998.9,6.0,3.0,Basic,Credit Card,South,0
65.0,45.0,49.37,2221.65,14.0,3.0,Basic,Bank Transfer,South,0
21.0,49.0,63.47,3110.03,12.0,4.0,Standard,Cash,West,0
22.0,32.0,27.44,878.08,11.0,2.0,Basic,Credit Card,North,0
42.0,24.0,49.05,1177.2,3.0,5.0,Standard,Prepaid,East,1
49.0,12.0,74.45,893.4,3.0,1.0,Standard,Prepaid,West,1
39.0,26.0,33.18,862.68,0.0,2.0,Basic,Credit Card,East,0
58.0,16.0,34.43,550.88,0.0,4.0,Basic,Cash,West,0
51.0,30.0,68.48,2054.4,0.0,5.0,Standard,Prepaid,East,0
40.0,54.0,44.59,2407.86,11.0,3.0,Basic,Credit Card,South,0
32.0,65.0,78.25,5086.25,11.0,5.0,Standard,Bank Transfer,South,1
56.0,20.0,97.17,1943.4,14.0,1.0,Premium,Cash,East,0
43.0,25.0,29.8,745.0,0.0,5.0,Basic,Cash,West,0
61.0,50.0,61.42,3071.0,4.0,2.0,Standard,Cash,North,0
28.0,64.0,73.25,4688.0,14.0,3.0,Standard,Bank Transfer,North,0
57.0,10.0,,,9.0,4.0,Standard,Credit Card,South,1
54.0,34.0,50.04,1701.36,0.0,5.0,Basic,Prepaid,South,0
45.0,10.0,42.96,429.6,3.0,5.0,Basic,Credit Card,West,0
67.0,23.0,44.21,1016.83,9.0,2.0,Basic,Bank Transfer,North,1
55.0,60.0,111.03,6661.8,9.0,4.0,Premium,Bank Transfer,West,0
66.0,29.0,44.11,1279.19,11.0,2.0,Basic,Cash,North,0
54.0,47.0,49.52,2327.44,1.0,4.0,Basic,Prepaid,North,0
33.0,34.0,46.42,1578.28,2.0,4.0,Basic,Cash,West,0
37.0,10.0,41.35,413.5,1.0,3.0,Basic,Prepaid,North,1
64.0,37.0,36.66,1356.42,4.0,4.0,Basic,Cash,South,0
19.0,65.0,66.7,4335.5,12.0,2.0,Standard,Credit Card,South,0
65.0,60.0,51.13,3067.8,13.0,5.0,Basic,Credit Card,South,0
67.0,61.0,30.27,1846.47,9.0,2.0,Basic,Prepaid,South,0
61.0,13.0,36.8,478.4,12.0,3.0,Basic,Cash,South,1
42.0,39.0,29.33,1143.87,10.0,2.0,Basic,Credit Card,South,1
53.0,0.0,22.2,0.0,9.0,2.0,Basic,Bank Transfer,East,1
33.0,26.0,45.89,1193.14,5.0,4.0,Basic,Cash,South,1
27.0,41.0,36.06,1478.46,1.0,1.0,Basic,Bank Transfer,East,0
31.0,16.0,72.53,1160.48,12.0,3.0,Standard,Credit Card,South,1
64.0,71.0,69.77,4953.67,,4.0,Standard,Cash,East,0
38.0,24.0,78.47,1883.28,4.0,4.0,Standard,Credit Card,West,0
55.0,45.0,79.03,3556.35,0.0,5.0,Standard,Bank Transfer,South,1
48.0,50.0,,,2.0,4.0,Standard,Credit Card,South,0
69.0,21.0,68.42,1436.82,5.0,2.0,Standard,Bank Transfer,South,0
44.0,14.0,22.56,315.84,2.0,3.0,Basic,Cash,North,0
41.0,1.0,23.88,23.88,0.0,2.0,Basic,Cash,East,0
37.0,54.0,62.85,3393.9,2.0,1.0,Standard,Prepaid,West,0
53.0,15.0,37.12,556.8,0.0,3.0,Basic,Credit Card,West,0
22.0,70.0,40.33,2823.1,,5.0,Basic,Bank Transfer,West,0
68.0,34.0,63.8,2169.2,4.0,5.0,Basic,Credit Card,South,1
68.0,52.0,,,14.0,5.0,Standard,Credit Card,West,0
23.0,11.0,13.14,144.54,11.0,1.0,Basic,Bank Transfer,West,0
18.0,5.0,36.25,181.25,7.0,2.0,Basic,Credit Card,North,0
63.0,69.0,51.16,3530.04,2.0,1.0,Standard,Credit Card,East,0
65.0,18.0,43.36,780.48,4.0,3.0,Basic,Bank Transfer,East,1
41.0,2.0,34.03,68.06,13.0,4.0,Basic,Bank Transfer,North,0
19.0,8.0,71.8,574.4,0.0,3.0,Standard,Cash,North,0
23.0,63.0,41.6,2620.8,0.0,4.0,Basic,Bank Transfer,West,0
44.0,42.0,33.34,1400.28,11.0,1.0,Basic,Bank Transfer,West,0
67.0,44.0,31.7,1394.8,11.0,3.0,Basic,Cash,South,0
58.0,18.0,39.23,706.14,2.0,2.0,Basic,Prepaid,South,0
19.0,61.0,59.7,3641.7,12.0,2.0,Standard,Cash,South,0
52.0,21.0,38.69,812.49,10.0,5.0,Basic,Prepaid,West,0
60.0,3.0,94.98,284.94,8.0,5.0,Standard,Cash,West,0
54.0,2.0,,,,3.0,Basic,Bank Transfer,East,0
40.0,56.0,86.94,4868.64,7.0,3.0,Premium,Bank Transfer,East,0
23.0,46.0,11.7,538.2,11.0,4.0,Basic,Bank Transfer,East,0
56.0,13.0,85.57,1112.41,7.0,4.0,Standard,Bank Transfer,South,1
62.0,49.0,72.46,3550.54,9.0,2.0,Standard,Credit Card,West,0
46.0,54.0,108.68,5868.72,8.0,1.0,Premium,Bank Transfer,North,0
51.0,40.0,32.02,1280.8,6.0,5.0,Basic,Credit Card,North,0
23.0,45.0,20.47,921.15,10.0,2.0,Basic,Bank Transfer,West,0
66.0,7.0,,,3.0,5.0,Standard,Credit Card,North,0
36.0,58.0,27.06,1569.48,5.0,1.0,Basic,Credit Card,North,0
